x1,x2,y
7.483,9.713,1
8.3,1.204,1
2.167,1.957,0
9.221,4.745,1
5.873,6.075,0
8.451,0.272,1
2.487,4.692,1
5.071,5.136,0
3.151,4.4,0
5.684,0.929,1
4.544,8.992,1
5.283,0.921,1
7.342,7.879,0
2.596,7.663,1
1.6,5.998,1
4.411,6.257,0
6.794,9.105,1
9.317,3.202,1
2.659,6.515,1
4.562,6.976,1
9.242,3.75,1
7.524,3.834,1
6.99,2.313,1
1.632,1.818,0
3.62,1.99,0
7.585,6.605,0
3.775,0.335,1
7.415,6.944,0
2.11,8.239,1
7.442,7.478,0
3.312,0.031,1
8.718,5.796,1
3.313,3.81,0
4.128,5.18,0
2.753,0.051,1
0.826,3.544,1
3.416,6.767,1
6.006,8.533,1
1.132,9.156,1
7.396,3.638,1
6.985,9.957,1
9.7,4.936,1
6.31,0.504,1
8.056,5.305,1
3.541,7.431,1
0.839,4.467,1
4.724,9.766,1
5.387,1.675,1
1.653,8.278,1
1.412,2.279,0
3.982,3.515,0
2.545,2.127,0
5.671,1.835,1
9.725,0.739,1
0.92,5.75,1
0.171,9.757,1
7.15,9.803,1
3.943,9.144,1
9.863,1.63,1
2.654,8.084,1
4.204,4.153,0
5.727,6.638,0
5.341,0.429,1
3.219,8.957,1
6.124,8.364,1
7.408,8.679,0
7.722,7.34,0
4.68,2.928,0
4.15,9.406,1
8.922,6.818,1
2.094,2.612,0
3.254,6.984,1
0.47,5.742,1
9.641,8.709,0
6.526,9.052,1
9.064,4.592,1
2.653,3.001,0
3.235,3.793,0
9.7,5.708,1
9.435,8.591,0
1.337,3.943,1
2.457,6.551,1
6.68,3.557,1
8.43,1.393,1
7.228,7.206,0
9.582,6.005,1
6.019,5.016,0
0.864,2.742,0
8.488,1.085,1
2.718,9.444,1
8.014,2.833,1
5.265,0.86,1
5.96,5.97,0
3.139,7.842,1
1.929,1.436,0
8.877,5.976,1
7.037,3.582,1
0.673,2.409,0
6.353,9.407,1
9.113,0.671,1
7.243,9.151,0
3.105,4.554,0
8.407,9.876,0
4.568,7.98,1
4.987,1.349,1
6.081,2.902,1
1.573,5.579,1
7.41,6.078,0
9.482,4.94,1
8.881,1.455,1
5.226,0.81,1
0.099,3.445,1
9.854,5.316,1
3.359,1.503,0
9.793,3.99,1
6.272,0.896,1
3.141,8.899,1
9.742,6.975,1
7.823,9.445,0
2.587,2.835,0
3.108,4.664,0
4.32,0.773,1
6.145,6.133,0
9.336,7.906,0
0.357,9.587,1
0.427,2.568,1
1.997,7.154,1
7.66,1.354,1
1.785,5.956,1
6.415,6.969,0
9.253,6.357,1
7.776,4.213,1
4.335,1.455,1
1.394,3.713,1
8.351,1.358,1
8.582,4.576,1
0.63,9.84,1
9.392,8.646,0
8.011,8.712,0
3.769,1.137,1
2.75,6.939,1
2.921,4.784,0
4.644,8.685,1
6.613,8.118,0
9.487,3.147,1
3.417,4.846,0
8.431,4.361,1
5.728,7.604,0
2.442,4.869,1
2.341,7.918,1
4.832,4.65,0
9.076,1.637,1
4.254,8.425,1
1.029,0.592,0
7.535,7.906,0
8.818,8.539,0
2.951,5.582,1
3.111,9.248,1
1.484,1.631,0
7.062,5.912,0
5.289,0.408,1
6.82,6.538,0
3.79,4.824,0
9.645,4.122,1
6.164,6.462,0
2.47,7.565,1
0.805,1.343,0
6.341,3.565,1
3.143,2.754,0
6.512,8.698,1
9.74,4.273,1
5.899,7.756,0
3.681,0.16,1
1.688,1.456,0
1.999,3.589,0
0.521,2.901,1
7.189,8.805,0
3.521,5.297,0
8.524,2.34,1
2.821,3.187,0
4.971,1.967,1
8.251,2.868,1
9.088,0.342,1
9.921,7.17,1
2.385,6.084,1
0.643,3.102,1
4.058,0.757,1
8.012,0.715,1
1.563,9.364,1
6.135,1.221,1
7.02,6.137,0
8.06,5.546,1
3.482,1.727,0
1.136,5.418,1
3.001,9.131,1
2.59,8.201,1
5.658,3.239,1
9.185,5.892,1
1.378,8.995,1
4.151,6.925,1
3.587,8.041,1
0.293,0.031,0
1.931,0.384,0
0.429,2.896,1
5.104,5.271,0
4.134,7.134,1
9.156,0.008,1
7.648,9.134,0
7.327,5.618,0
6.484,1.183,1
5.804,4.354,0
0.392,8.431,1
3.015,2.388,0
9.851,2.101,1
4.874,5.944,0
5.587,8.218,1
7.108,1.823,1
4.724,5.845,0
1.337,1.424,0
7.755,4.046,1
8.794,4.653,1
4.945,2.334,1
3.506,3.739,0
8.085,8.027,0
8.912,9.32,0
1.076,4.401,1
8.773,5.491,1
6.347,4.828,0
0.017,5.424,1
5.727,8.171,1
2.868,1.876,0
3.451,8.289,1
8.928,6.363,1
5.792,7.446,0
5.256,5.17,0
9.441,0.991,1
9.922,4.21,1
9.709,1.11,1
4.345,7.734,1
5.684,5.546,0
2.373,5.004,1
3.471,3.657,0
3.182,0.098,1
6.396,6.014,0
6.946,5.915,0
6.525,5.014,0
0.188,3.279,1
2.511,0.786,0
5.431,0.76,1
1.696,4.919,1
8.956,7.478,0
2.529,0.529,0
6.014,7.213,0
9.129,1.727,1
2.599,7.207,1
9.747,0.105,1
1.984,2.591,0
2.254,4.081,0
8.626,1.619,1
5.235,1.292,1
2.981,5.596,1
9.742,4.94,1
2.803,6.521,1
8.719,0.249,1
2.844,6.35,1
1.234,1.22,0
1.238,8.811,1
6.431,7.836,0
4.102,7.052,1
3.395,1.78,0
9.398,7.842,0
8.055,6.037,1
5.693,2.723,1
6.686,3.938,1
8.728,3.351,1
9.255,0.263,1
7.128,7.486,0
5.975,9.167,1
8.922,9.708,0
7.301,2.378,1
2.544,4.31,0
5.874,0.064,1
0.398,2.836,1
1.072,5.09,1
9.556,0.905,1
1.063,9.228,1
2.738,9.242,1
9.384,4.328,1
0.066,6.814,1
2.436,0.009,1
5.49,6.531,0
0.941,6.237,1
6.142,9.041,1
6.686,1.12,1
7.352,1.197,1
2.268,8.589,1
4.072,9.856,1
0.107,3.422,1
1.219,4.99,1
0.479,6.756,1
2.836,0.109,1
2.047,0.94,0
4.547,4.49,0
2.057,5.25,1
5.67,5.617,0
6.182,4.435,0
6.606,2.328,1
7.79,5.672,1
2.022,9.272,1
5.765,4.394,0
1.413,8.051,1
8.629,8.103,0
5.051,1.222,1
8.031,4.124,1
0.311,2.361,1
6.392,9.654,1
1.793,8.368,1
3.592,7.89,1
3.418,0.688,1
9.791,3.875,1
5.62,9.35,1
2.134,8.478,1
1.581,2.973,0
4.542,5.675,0
0.456,9.146,1
7.988,7.229,0
2.075,5.78,1
6.247,6.039,0
6.789,6.198,0
5.989,5.388,0
9.294,7.548,0
0.23,8.477,1
1.032,5.767,1
1.161,2.469,0
6.318,8.534,1
6.966,5.053,0
7.874,0.836,1
9.022,6.759,1
1.766,2.058,0
6.036,7.565,0
9.202,8.694,0
0.298,8.644,1
5.95,7.65,0
1.07,5.425,1
9.135,0.798,1
2.152,4.138,0
7.942,1.511,1
1.655,7.606,1
9.155,9.231,0
5.136,3.458,0
2.487,1.254,0
1.899,7.173,1
1.773,2.916,0
3.26,4.732,0
8.151,8.33,0
2.636,0.051,1
9.724,2.233,1
6.556,1.372,1
0.325,6.991,1
2.612,5.734,1
5.0,9.359,1
9.364,1.047,1
3.179,5.682,1
7.58,3.749,1
7.752,4.617,1
4.259,6.614,1
3.01,5.464,1
1.026,6.982,1
9.495,8.128,0
2.775,6.499,1
6.025,5.155,0
4.861,7.356,1
0.231,6.166,1
1.427,6.363,1
1.836,4.669,1
5.693,3.635,1
3.001,8.827,1
2.788,0.898,0
4.48,6.242,0
0.714,9.643,1
4.205,9.779,1
1.217,1.128,0
0.228,3.119,1
1.961,2.708,0
9.976,9.336,0
0.062,2.402,1
0.67,9.116,1
4.926,1.97,1
5.623,7.094,0
5.072,6.796,0
7.774,8.881,0
2.208,9.258,1
8.103,9.872,0
6.66,3.573,1
3.435,4.131,0
5.118,4.734,0
7.161,2.619,1
3.274,6.777,1
2.809,1.38,0
1.944,4.52,1
8.596,3.726,1
6.791,8.118,0
4.17,8.338,1
8.557,4.891,1
4.274,3.881,0
7.293,4.468,1
5.191,4.834,0
2.495,1.526,0
0.166,2.881,1
3.151,5.975,1
5.476,2.311,1
9.482,0.874,1
4.082,9.024,1
0.578,2.747,1
9.345,9.869,0
4.62,0.868,1
9.183,3.609,1
0.935,1.431,0
3.194,8.018,1
4.74,9.821,1
2.461,9.223,1
8.923,7.285,0
5.504,9.23,1
5.91,1.264,1
8.812,3.735,1
3.173,5.083,0
8.059,0.492,1
5.942,5.438,0
6.22,6.77,0
8.062,5.027,1
8.59,7.657,0
7.461,5.309,1
4.229,1.241,1
0.96,9.519,1
7.476,8.36,0
9.759,1.837,1
7.875,6.159,0
9.292,8.894,0
6.105,1.301,1
0.691,8.821,1
8.014,5.138,1
6.979,8.847,0
8.858,1.245,1
2.298,7.024,1
5.194,0.598,1
3.735,2.153,0
0.339,5.835,1
1.098,6.993,1
6.189,4.819,0
5.229,5.8,0
1.061,9.866,1
3.096,4.298,0
1.979,4.445,1
0.25,5.641,1
5.978,2.453,1
0.463,4.009,1
9.293,4.956,1
1.064,8.143,1
0.967,6.652,1
4.928,3.336,0
6.753,9.853,1
2.111,6.304,1
1.712,5.603,1
8.425,8.363,0
4.667,5.85,0
5.908,2.998,1
6.991,3.595,1
3.648,8.466,1
0.996,6.362,1
1.966,4.047,1
7.933,6.265,0
6.838,0.749,1
8.93,3.371,1
0.799,3.325,1
8.695,6.382,1
1.388,2.416,0
5.585,5.157,0
7.028,6.488,0
4.631,4.662,0
3.143,6.741,1
9.333,6.155,1
0.297,2.399,1
8.954,3.438,1
5.805,9.996,1
0.022,9.171,1
1.397,1.093,0
4.455,8.598,1
1.569,7.71,1
1.231,0.583,0
3.306,6.065,1
6.231,5.186,0
3.723,2.221,0
1.476,3.751,1
7.111,1.093,1
9.74,0.917,1
9.811,4.492,1
7.383,6.986,0
1.846,7.048,1
8.01,9.982,0
2.642,0.62,1
5.208,8.356,1
0.926,1.06,0
3.414,0.739,1
9.076,1.236,1
4.916,3.661,0
7.723,8.249,0
9.521,5.894,1
0.375,9.155,1
5.771,8.82,1
2.999,2.851,0
1.935,3.162,0
7.636,5.737,0
3.412,1.587,0
9.539,9.472,0
8.539,5.63,1
7.498,6.911,0
2.531,5.628,1
9.175,4.614,1
3.915,3.364,0
9.33,0.358,1
2.556,6.659,1
5.872,8.529,1
7.657,4.044,1
2.134,7.293,1
7.68,3.738,1
3.998,8.18,1
6.921,3.488,1
7.719,6.788,0
7.27,1.078,1
5.195,6.301,0
4.334,2.063,1
4.337,1.827,1
9.101,6.098,1
4.57,0.336,1
6.083,1.915,1
5.835,4.021,0
2.712,0.625,1
7.415,3.545,1
1.746,5.103,1
1.19,7.567,1
5.823,6.726,0
6.979,9.109,1
0.613,2.923,1
5.977,7.754,0
5.854,3.578,1
0.688,1.888,0
7.802,6.878,0
1.378,5.002,1
4.886,2.035,1
6.387,9.565,1
7.403,8.182,0
9.798,1.364,1
4.694,9.823,1
1.257,6.64,1
4.487,5.757,0
8.983,7.434,0
0.767,5.719,1
9.559,2.35,1
3.933,7.557,1
7.485,3.904,1
2.592,4.6,1
9.796,5.083,1
3.901,0.903,1
7.693,0.51,1
2.664,0.142,1
1.902,6.114,1
3.086,2.396,0
9.059,6.551,1
1.637,4.742,1
9.791,4.052,1
6.293,9.406,1
2.758,2.203,0
1.523,7.636,1
5.431,3.527,0
8.559,8.155,0
1.325,3.951,1
9.158,0.964,1
3.615,1.181,1
4.071,2.001,1
8.723,5.965,1
3.166,8.023,1
8.908,3.604,1
9.069,0.346,1
9.818,5.693,1
4.933,2.547,1
0.161,4.196,1
1.284,1.768,0
6.748,7.887,0
7.637,3.213,1
6.877,5.855,0
9.548,9.468,0
5.468,6.908,0
2.638,6.523,1
7.66,5.799,0
9.346,1.553,1
0.264,3.666,1
9.293,5.994,1
7.438,7.438,0
5.32,2.482,1
9.034,8.768,0
6.491,3.767,1
2.335,1.809,0
5.729,7.599,0
7.479,3.479,1
1.599,4.301,1
3.241,9.969,1
0.237,1.095,0
7.116,9.275,1
8.862,7.071,0
0.351,1.023,0
6.766,5.394,0
2.122,4.872,1
7.202,3.166,1
8.553,6.926,0
6.65,8.336,0
8.296,1.95,1
1.098,8.817,1
6.357,2.187,1
5.651,0.553,1
3.588,5.384,0
3.393,6.669,1
5.267,0.699,1
4.465,3.517,0
4.126,2.922,0
7.183,9.217,1
3.181,5.693,1
2.88,1.322,0
5.944,6.696,0
3.142,4.015,0
1.639,2.492,0
4.018,6.643,1
5.649,5.692,0
3.995,0.089,1
7.144,4.16,1
2.459,2.955,0
6.187,9.455,1
5.338,2.699,1
0.005,6.89,1
8.189,7.086,0
9.243,5.15,1
6.56,4.015,1
4.248,0.722,1
8.661,8.139,0
8.327,9.36,0
0.573,1.971,0
6.382,3.226,1
1.688,4.432,1
1.437,5.462,1
1.561,9.899,1
8.416,3.301,1
6.204,1.256,1
1.693,8.024,1
6.984,3.64,1
2.217,2.022,0
9.24,5.724,1
5.847,6.048,0
0.726,7.838,1
7.565,9.612,1
0.558,5.21,1
3.488,1.848,0
4.499,0.229,1
4.38,5.424,0
9.862,4.025,1
5.155,4.948,0
0.638,9.458,1
8.082,7.161,0
6.227,4.699,0
4.53,6.71,1
7.396,4.282,1
6.69,8.305,0
6.708,2.673,1
1.884,1.161,0
5.626,9.157,1
1.337,5.841,1
7.911,4.105,1
3.517,1.154,1
8.753,0.635,1
9.699,6.486,1
8.418,6.808,0
2.587,5.562,1
2.382,3.224,0
4.004,9.819,1
9.916,7.41,1
0.302,9.756,1
0.173,7.986,1
3.46,1.233,1
6.923,6.22,0
5.328,4.698,0
1.837,2.618,0
6.112,8.946,1
4.324,7.956,1
5.007,2.173,1
4.861,2.025,1
6.147,6.617,0
9.025,4.691,1
0.034,2.907,1
5.185,8.021,1
6.855,0.988,1
3.84,2.963,0
9.995,1.617,1
7.233,3.237,1
4.965,8.941,1
7.625,2.298,1
3.559,9.341,1
4.758,6.72,0
6.547,9.853,1
6.877,6.894,0
0.887,8.369,1
4.436,8.634,1
7.291,2.948,1
5.956,5.014,0
1.47,1.934,0
1.373,8.962,1
6.344,1.249,1
2.984,2.224,0
2.173,1.879,0
3.98,5.404,0
5.267,3.463,0
6.369,8.169,0
4.468,4.772,0
2.168,9.911,1
5.223,5.737,0
3.954,8.291,1
7.523,9.622,1
8.627,3.955,1
5.847,5.933,0
9.445,0.708,1
5.734,8.595,1
5.254,4.191,0
0.649,9.241,1
0.03,6.89,1
9.75,8.464,0
4.42,3.789,0
8.248,6.33,0
6.532,3.135,1
6.393,2.101,1
0.872,8.29,1
5.616,8.921,1
7.114,5.515,0
1.183,0.852,0
1.977,8.474,1
8.707,2.949,1
4.589,9.518,1
1.007,4.86,1
8.733,9.087,0
8.841,2.018,1
1.898,9.02,1
9.742,7.284,1
7.29,5.573,0
4.722,1.288,1
4.002,9.225,1
5.713,8.404,1
4.661,5.992,0
2.496,1.743,0
4.132,4.873,0
3.62,9.963,1
0.608,0.382,0
0.487,7.113,1
5.886,3.364,1
6.703,1.258,1
0.795,2.991,1
1.634,8.478,1
9.1,2.565,1
8.506,7.745,0
1.691,1.391,0
9.046,3.683,1
8.029,7.561,0
4.563,5.048,0
7.339,5.557,0
7.973,2.387,1
8.91,8.858,0
1.562,0.925,0
9.08,8.014,0
9.626,9.228,0
6.82,8.91,1
5.036,0.905,1
5.62,2.426,1
2.658,5.185,1
9.945,6.077,1
8.654,1.701,1
5.297,5.498,0
2.617,6.339,1
3.986,6.314,1
1.724,8.105,1
2.281,6.457,1
7.457,4.965,1
0.6,1.859,0
6.654,8.814,1
5.173,7.821,1
1.239,3.627,1
8.604,7.975,0
7.877,0.999,1
3.614,4.32,0
0.501,2.429,0
6.045,3.055,1
9.85,0.949,1
1.988,5.929,1
2.199,9.596,1
4.599,5.352,0
6.054,6.365,0
8.896,6.826,1
0.835,2.637,0
4.009,1.568,1
1.136,9.082,1
7.521,6.528,0
0.254,9.013,1
1.204,7.125,1
6.223,8.51,1
5.564,1.179,1
3.641,7.026,1
3.384,1.199,1
2.842,3.725,0
5.974,8.884,1
6.598,5.598,0
0.216,6.43,1
8.769,4.186,1
8.476,4.283,1
7.402,0.449,1
7.733,1.634,1
0.23,5.932,1
6.16,2.774,1
2.59,3.767,0
7.591,0.469,1
6.347,6.935,0
6.67,1.074,1
2.152,1.003,0
2.476,6.005,1
0.596,0.185,0
5.672,6.101,0
6.572,0.56,1
8.058,1.642,1
4.684,7.497,1
4.392,4.156,0
5.787,3.804,0
6.772,5.156,0
2.107,5.883,1
5.246,9.556,1
1.208,3.914,1
3.264,7.324,1
0.822,0.898,0
2.34,7.969,1
5.518,8.221,1
3.646,1.12,1
6.292,4.972,0
2.388,8.239,1
0.016,5.326,1
0.194,0.15,0
2.114,8.985,1
2.386,9.922,1
8.355,7.863,0
0.06,9.137,1
0.324,3.969,1
1.827,4.815,1
4.006,5.902,0
5.927,8.714,1
8.476,8.529,0
4.648,7.448,1
3.795,7.589,1
5.284,7.614,1
7.019,6.111,0
2.593,5.695,1
9.909,0.783,1
4.172,2.464,0
7.783,2.455,1
8.681,6.629,1
8.949,5.747,1
5.355,6.714,0
8.137,5.748,1
7.475,2.109,1
7.663,7.739,0
3.408,8.491,1
8.083,8.389,0
0.821,5.777,1
2.467,0.458,1
2.976,3.954,0
9.558,9.207,0
4.813,2.205,1
4.145,5.88,0
2.096,3.144,0
9.28,3.543,1
5.929,5.77,0
2.184,2.014,0
8.137,0.411,1
5.068,8.346,1
1.206,2.762,0
5.474,8.343,1
6.975,3.479,1
8.249,1.436,1
1.845,3.718,0
8.741,4.519,1
1.253,1.18,0
5.373,0.276,1
2.648,4.161,0
8.492,9.928,0
9.384,1.032,1
6.67,8.062,0
7.381,0.758,1
9.281,7.146,1
6.478,5.537,0
3.592,0.674,1
0.914,5.723,1
2.679,2.511,0
4.357,5.859,0
9.882,0.554,1
6.036,3.311,1
6.258,6.595,0
2.046,3.402,0
3.277,6.856,1
1.21,4.171,1
3.894,0.472,1
6.523,5.739,0
1.959,7.263,1
3.991,0.361,1
7.503,7.43,0
4.306,6.778,1
2.113,2.378,0
4.79,6.991,1
0.704,0.962,0
0.713,3.832,1
4.717,2.251,1
7.917,2.285,1
7.435,0.257,1
5.544,7.517,0
1.64,5.193,1
1.838,5.42,1
4.433,1.181,1
6.882,8.207,0
1.054,5.31,1
9.761,0.633,1
9.567,9.94,0
8.532,4.356,1
9.345,1.819,1
5.931,9.712,1
6.782,6.457,0
9.94,5.085,1
0.192,7.266,1
0.514,7.074,1
9.551,6.143,1
5.929,1.843,1
5.723,2.01,1
8.831,9.893,0
6.289,6.529,0
2.562,2.903,0
4.006,6.119,1
9.981,4.351,1
8.697,0.395,1
7.776,7.362,0
9.506,1.686,1
0.147,4.12,1
7.902,6.243,0
1.713,5.754,1
9.536,4.221,1
6.988,6.304,0
0.79,9.331,1
3.492,9.778,1
9.546,5.416,1
0.793,7.933,1
4.952,7.112,1
7.412,9.743,1
2.876,9.022,1
8.823,5.912,1
4.417,4.381,0
9.737,1.005,1
1.835,6.695,1
8.506,5.515,1
7.556,0.341,1
7.046,1.562,1
3.357,6.715,1
8.54,6.287,1
3.209,1.862,0
2.195,0.129,1
8.281,0.979,1
3.488,6.588,1
6.224,1.943,1
1.482,8.456,1
7.123,3.046,1
6.891,8.909,1
2.707,3.083,0
5.743,0.645,1
2.99,0.857,1
8.65,4.076,1
1.201,4.339,1
2.074,9.371,1
0.664,2.493,0
4.0,9.239,1
1.819,3.186,0
0.16,3.919,1
4.786,5.709,0
0.453,7.769,1
0.799,8.524,1
5.081,5.788,0
7.843,6.564,0
3.162,0.806,1
1.461,9.612,1
1.473,8.876,1
8.18,7.208,0
7.543,4.746,1
1.605,4.092,1
9.281,0.521,1
3.875,6.717,1
5.789,5.229,0
9.591,4.586,1
9.635,4.692,1
2.098,4.714,1
1.539,9.384,1
9.063,6.881,1
6.194,9.683,1
7.837,4.819,1
6.433,1.062,1
2.403,2.981,0
0.869,1.177,0
1.811,3.254,0
3.01,2.826,0
4.48,1.98,1
8.72,9.301,0
4.494,6.56,1
8.531,0.493,1
7.897,4.636,1
8.301,8.361,0
3.401,7.79,1
0.568,9.331,1
9.319,5.523,1
8.171,4.856,1
4.74,7.997,1
3.943,8.964,1
2.752,0.927,0
5.238,6.53,0
9.646,6.957,1
5.347,5.901,0
6.9,2.946,1
6.846,1.583,1
0.737,7.967,1
9.468,9.645,0
3.784,2.812,0
2.603,0.093,1
2.771,4.891,1
0.149,9.643,1
3.17,4.175,0
9.141,8.212,0
9.835,4.54,1
0.353,5.817,1
4.176,5.185,0
2.134,6.018,1
5.655,6.97,0
8.33,6.642,0
3.336,3.864,0
8.15,0.179,1
6.782,4.271,1
8.816,4.763,1
5.527,1.918,1
4.606,7.921,1
1.138,6.464,1
4.44,2.042,1
2.628,0.722,0
7.016,6.607,0
2.276,3.399,0
6.417,5.134,0
8.044,5.208,1
8.526,9.782,0
0.458,2.619,1
0.191,9.147,1
6.678,8.41,0
9.424,6.138,1
3.931,4.034,0
7.631,7.099,0
1.108,3.779,1
4.374,8.741,1
2.397,4.07,0
7.128,6.439,0
7.265,1.479,1
0.433,9.634,1
2.992,4.78,0
2.566,7.661,1
9.625,5.792,1
7.426,6.477,0
0.27,9.317,1
0.149,9.494,1
3.238,5.549,1
7.769,2.443,1
8.837,2.793,1
6.397,9.383,1
7.776,0.875,1
3.471,1.643,0
3.107,7.451,1
7.951,9.676,0
8.076,9.272,0
8.905,0.714,1
8.889,6.561,1
3.534,9.071,1
1.166,2.194,0
9.692,7.389,1
9.131,8.495,0
4.406,0.058,1
8.229,4.731,1
7.03,9.363,1
5.483,5.179,0
1.629,5.758,1
8.894,1.652,1
1.763,5.722,1
1.765,1.548,0
1.483,8.358,1
4.82,1.245,1
5.602,6.306,0
2.939,7.964,1
9.599,8.779,0
4.371,3.875,0
4.023,0.896,1
7.255,1.929,1
2.192,1.675,0
4.264,1.749,1
2.171,6.042,1
5.579,2.305,1
4.239,0.023,1
6.503,5.376,0
5.723,0.247,1
8.696,2.888,1
9.245,1.085,1
9.766,3.285,1
3.055,9.366,1
8.228,9.683,0
2.167,5.765,1
4.142,2.841,0
6.074,0.703,1
2.88,4.849,0
9.653,2.261,1
8.631,4.619,1
5.102,5.925,0
6.897,0.845,1
4.251,3.376,0
6.116,9.421,1
4.074,2.31,0
8.594,8.201,0
0.234,9.911,1
7.423,1.273,1
5.612,1.096,1
8.4,3.988,1
4.004,3.621,0
5.966,6.684,0
3.309,5.871,1
2.959,7.592,1
6.631,0.506,1
7.111,3.577,1
9.709,8.968,0
5.924,1.895,1
7.53,0.382,1
4.947,4.943,0
3.389,4.458,0
8.413,0.236,1
7.566,1.664,1
2.537,0.174,1
1.415,0.504,0
0.9,6.094,1
9.125,1.581,1
8.91,6.561,1
8.194,2.076,1
9.359,1.836,1
2.517,2.335,0
1.678,5.708,1
8.535,7.652,0
3.532,6.867,1
5.234,1.7,1
2.82,3.558,0
9.61,3.011,1
9.58,6.164,1
8.819,7.139,0
9.839,8.029,0
6.317,5.403,0
4.574,6.305,0
5.395,4.78,0
9.832,5.17,1
2.505,5.871,1
7.695,2.967,1
5.785,0.194,1
6.712,7.288,0
0.696,5.241,1
2.551,3.212,0
9.488,8.526,0
9.289,8.827,0
8.416,8.024,0
3.618,3.752,0
9.581,3.131,1
5.836,5.606,0
2.521,3.245,0
1.133,7.431,1
8.396,9.421,0
3.329,6.923,1
9.605,1.684,1
9.802,0.369,1
6.905,3.419,1
4.206,1.365,1
9.109,0.327,1
5.84,7.085,0
7.956,0.422,1
6.016,3.364,1
6.957,7.877,0
9.026,4.297,1
9.79,5.146,1
9.914,0.947,1
8.257,5.188,1
4.493,9.529,1
0.368,4.628,1
0.597,1.262,0
0.247,3.606,1
2.301,5.162,1
9.917,0.38,1
9.507,8.283,0
2.778,9.19,1
9.725,6.958,1
2.614,8.801,1
8.505,8.628,0
3.224,9.159,1
0.534,6.36,1
4.81,6.149,0
3.813,3.33,0
1.762,6.262,1
6.936,9.801,1
6.584,4.08,1
5.261,9.735,1
9.628,2.679,1
0.67,8.867,1
1.057,5.573,1
3.182,1.485,0
9.365,5.207,1
8.536,8.939,0
7.497,3.997,1
6.184,2.118,1
0.568,5.609,1
5.877,0.102,1
5.859,0.702,1
1.471,8.539,1
8.594,6.704,0
0.318,3.952,1
2.898,9.368,1
3.207,6.689,1
6.102,7.098,0
7.508,6.594,0
1.562,6.165,1
0.278,8.366,1
4.237,3.555,0
5.013,8.631,1
3.112,5.416,1
7.349,8.149,0
4.21,9.649,1
8.584,4.312,1
7.307,7.318,0
0.421,6.318,1
6.79,1.693,1
9.534,3.178,1
7.006,3.264,1
6.106,0.075,1
9.515,8.643,0
7.666,2.721,1
2.619,4.59,0
1.784,9.633,1
4.407,0.689,1
6.86,0.771,1
7.005,1.018,1
0.434,7.493,1
9.464,1.58,1
5.701,9.13,1
6.396,5.061,0
8.327,2.06,1
2.945,5.112,1
1.272,0.747,0
8.39,2.3,1
9.688,6.384,1
1.318,0.36,0
8.158,8.095,0
1.429,3.389,0
0.786,5.679,1
2.508,0.517,0
0.4,5.822,1
8.272,8.332,0
7.423,4.365,1
6.909,0.707,1
9.55,9.995,0
4.561,8.716,1
9.986,7.552,1
8.104,0.903,1
7.824,5.234,1
3.762,3.881,0
9.438,2.232,1
6.509,6.758,0
0.515,1.189,0
9.759,5.59,1
7.755,3.768,1
