x1,x2,y
2.462,2.121,0
1.845,0.162,0
2.089,1.199,0
4.326,3.816,0
2.477,0.683,1
3.081,1.782,0
1.989,1.794,0
2.166,1.413,0
0.714,2.733,1
2.412,1.351,0
0.088,1.139,0
4.735,2.605,1
0.112,0.62,0
4.316,0.514,1
2.638,0.959,0
0.417,2.149,1
2.908,4.65,1
0.581,1.156,0
4.201,3.0,0
4.338,4.855,0
4.214,0.216,1
4.797,2.436,1
4.038,4.917,0
1.208,0.355,0
3.733,0.491,1
3.545,4.101,0
1.852,3.7,1
3.359,0.303,1
0.298,0.938,0
2.733,0.914,1
3.476,2.918,0
3.246,2.713,0
1.075,1.407,0
1.173,2.411,0
4.096,3.32,0
0.206,2.069,1
2.623,4.808,1
1.417,4.515,1
0.849,0.726,0
4.244,1.983,1
2.961,3.659,0
4.957,3.442,0
4.842,3.638,0
0.88,3.316,1
2.475,2.821,0
2.192,3.702,0
2.259,3.482,0
0.587,0.814,0
3.133,1.772,0
4.145,2.118,1
1.955,0.594,0
3.515,4.818,0
3.046,2.237,0
2.524,0.051,1
1.474,1.056,0
1.532,0.377,0
0.951,4.098,1
0.098,4.717,1
1.717,2.891,0
4.728,3.347,0
3.575,2.006,0
1.292,0.567,0
3.814,0.504,1
0.054,3.078,1
1.455,4.667,1
2.514,2.928,0
0.192,2.704,1
1.457,2.011,0
3.29,0.36,1
0.979,0.64,0
4.131,1.077,1
0.193,0.097,0
0.872,1.11,0
0.287,1.969,0
0.172,4.108,1
0.477,3.688,1
2.109,2.613,0
0.46,2.781,1
0.795,2.955,1
3.427,3.649,0
0.726,1.049,0
3.812,2.46,0
0.286,0.257,0
3.653,0.809,1
4.809,0.516,1
3.66,2.542,0
0.906,4.135,1
4.482,3.029,0
2.512,2.813,0
3.996,4.217,0
3.521,1.203,1
2.364,2.315,0
0.388,0.806,0
0.646,1.327,0
4.421,4.436,0
0.448,2.539,1
0.491,0.15,0
1.224,1.373,0
4.859,2.295,1
2.398,3.211,0
0.733,1.08,0
2.959,1.886,0
3.096,3.293,0
4.204,0.076,1
3.621,1.851,1
0.593,4.841,1
0.523,2.415,1
4.208,0.158,1
1.046,3.384,1
2.1,3.164,0
0.815,2.625,1
2.207,0.062,1
4.363,0.543,1
3.541,3.088,0
2.244,4.952,1
0.127,1.42,0
4.696,3.439,0
3.176,1.87,0
0.342,0.27,0
1.101,0.498,0
3.051,1.604,0
0.945,0.102,0
2.906,4.567,0
3.091,4.823,1
1.085,3.07,1
4.999,2.512,1
4.707,2.537,1
1.216,2.967,1
0.782,2.746,1
0.623,4.174,1
1.625,3.081,0
3.862,0.948,1
4.221,1.931,1
4.985,3.486,0
4.404,4.05,0
2.049,2.033,0
4.616,1.252,1
0.377,4.939,1
1.282,1.446,0
0.749,2.35,0
2.443,4.706,1
0.671,0.754,0
0.285,3.188,1
4.512,4.161,0
4.784,2.889,1
3.724,0.449,1
4.601,1.616,1
0.09,0.843,0
0.636,2.2,0
1.98,3.239,0
3.01,2.266,0
3.387,4.923,0
2.476,4.077,0
0.556,3.375,1
3.768,4.498,0
0.488,0.296,0
2.828,3.378,0
2.688,0.345,1
1.48,4.877,1
3.526,3.595,0
1.176,3.221,1
1.827,4.871,1
0.183,1.992,1
2.675,4.693,1
3.061,1.171,1
1.358,0.454,0
3.127,3.719,0
0.538,1.123,0
3.298,4.078,0
2.673,3.255,0
0.609,1.739,0
3.682,1.586,1
1.194,4.113,1
0.995,0.733,0
1.864,3.561,0
0.046,4.889,1
0.464,0.651,0
3.973,3.572,0
2.026,3.753,1
0.156,2.056,1
4.535,2.293,1
0.52,2.41,1
4.227,0.391,1
1.495,1.435,0
1.57,2.637,0
2.936,4.415,0
2.894,3.753,0
2.264,4.845,1
3.728,4.225,0
1.509,2.633,0
0.105,1.488,0
4.316,3.082,0
0.013,1.425,0
2.655,3.165,0
4.326,3.684,0
4.249,4.896,0
3.85,0.604,1
2.884,1.3,0
1.703,0.765,0
1.737,2.15,0
4.148,4.419,0
1.413,3.124,1
4.974,1.452,1
2.977,1.917,0
3.399,1.805,0
3.734,3.935,0
4.623,0.766,1
4.765,0.124,1
3.901,0.155,1
0.918,4.42,1
4.909,3.585,0
2.137,0.545,0
0.412,0.133,0
2.582,2.301,0
3.387,4.73,0
1.105,0.346,0
2.182,3.444,0
3.003,2.691,0
0.13,3.954,1
4.14,4.192,0
2.198,4.29,1
4.646,3.585,0
2.476,1.208,0
4.323,3.336,0
0.577,1.833,0
1.683,2.225,0
1.401,3.801,1
1.324,1.517,0
3.204,4.886,0
4.374,1.482,1
0.8,2.391,0
1.711,4.072,1
4.034,2.543,0
4.728,0.963,1
1.364,2.876,0
3.409,1.769,0
3.929,1.113,1
3.396,4.1,0
4.632,1.144,1
0.384,1.678,0
0.781,0.643,0
1.383,2.132,0
4.826,2.084,1
1.529,3.691,1
4.738,0.988,1
4.822,4.198,0
2.935,3.516,0
1.645,0.386,0
0.043,0.576,0
1.926,1.803,0
0.652,4.354,1
0.991,4.444,1
0.501,3.48,1
3.965,0.222,1
3.725,4.905,0
0.542,1.679,0
3.108,0.644,1
0.967,3.694,1
1.6,2.551,0
1.432,4.053,1
4.494,1.446,1
3.292,1.349,1
4.714,1.946,1
1.022,3.83,1
2.237,1.074,0
2.102,3.675,0
3.321,0.507,1
4.545,1.94,1
0.286,1.75,0
3.309,0.741,1
0.875,2.657,1
4.304,1.065,1
4.507,0.527,1
4.659,3.782,0
0.872,3.728,1
4.023,0.837,1
2.907,2.287,0
4.436,4.605,0
4.362,1.599,1
0.664,0.941,0
0.751,0.156,0
4.389,4.46,0
0.014,2.2,1
0.035,2.213,1
2.563,1.479,0
3.139,2.667,0
4.175,4.855,0
2.629,1.847,0
1.465,1.336,0
2.363,2.075,0
3.998,1.353,1
1.365,0.38,0
0.148,2.342,1
2.874,4.958,1
1.532,2.66,0
1.809,0.265,0
1.973,0.029,1
4.308,4.713,0
2.601,1.691,0
0.377,2.898,1
2.117,1.503,0
2.131,0.888,0
3.402,4.968,0
0.53,4.864,1
1.511,2.107,0
4.576,4.482,0
2.254,3.461,0
4.797,1.771,1
0.5,1.196,0
0.794,4.152,1
3.916,0.88,1
1.457,2.906,0
4.73,2.613,1
3.671,4.143,0
3.799,2.888,0
4.617,1.289,1
4.497,2.26,1
1.112,1.677,0
1.854,4.397,1
1.532,0.205,0
4.504,4.413,0
0.449,3.278,1
2.055,3.518,0
0.351,3.322,1
0.193,0.425,0
2.593,0.764,1
2.488,1.46,0
4.138,2.315,1
1.373,0.205,0
2.935,3.74,0
1.541,0.27,0
0.769,0.209,0
4.23,3.109,0
3.273,4.918,0
0.442,2.094,0
3.757,0.903,1
3.037,0.152,1
1.476,0.031,0
2.927,2.72,0
3.026,1.281,1
1.062,3.97,1
4.71,4.177,0
3.977,2.815,0
1.044,4.878,1
3.159,4.176,0
3.821,1.244,1
1.589,3.44,1
2.197,0.206,1
4.499,3.345,0
2.913,3.664,0
3.711,2.398,0
3.644,1.08,1
4.114,1.456,1
4.884,4.792,0
3.959,4.201,0
4.303,4.458,0
0.206,0.564,0
0.245,3.12,1
2.986,2.589,0
0.823,0.316,0
1.545,3.015,0
2.295,3.366,0
3.965,3.158,0
2.684,0.654,1
0.919,0.12,0
2.22,2.461,0
1.603,4.647,1
3.82,3.879,0
1.627,2.655,0
1.413,4.487,1
1.213,1.615,0
1.288,4.954,1
3.424,1.262,1
0.47,0.233,0
3.461,2.404,0
2.261,0.407,1
0.366,1.227,0
3.866,1.913,1
0.812,0.122,0
4.956,0.047,1
3.929,4.592,0
4.771,2.34,1
1.164,1.349,0
1.665,3.688,1
4.471,4.123,0
3.407,1.516,1
2.797,2.438,0
2.468,1.865,0
2.732,4.236,0
2.833,2.404,0
3.45,2.88,0
1.086,0.379,0
3.733,1.968,1
3.261,4.612,0
2.58,1.134,0
4.905,3.642,0
1.909,1.356,0
3.199,2.286,0
1.927,4.142,1
3.677,4.719,0
2.701,4.075,0
2.819,3.536,0
0.624,0.61,0
0.976,3.362,1
1.404,0.478,0
1.881,2.524,0
3.694,3.002,0
0.709,0.493,0
2.792,2.878,0
3.714,2.795,0
1.466,2.679,0
0.23,1.459,0
1.06,3.268,1
3.607,0.637,1
4.988,0.467,1
2.778,2.533,0
1.719,2.984,0
1.739,0.904,0
0.339,2.831,1
1.348,2.609,0
0.184,3.031,1
1.327,4.842,1
2.309,3.41,0
0.637,1.729,0
4.716,1.162,1
3.767,1.008,1
2.41,3.376,0
0.199,0.183,0
0.809,1.479,0
0.271,1.604,0
1.974,3.752,1
2.861,4.291,0
2.133,4.581,1
0.786,2.512,1
2.531,3.884,0
3.548,4.868,0
0.326,3.69,1
4.122,1.751,1
3.129,1.377,1
2.537,3.056,0
1.384,2.221,0
1.054,3.657,1
2.733,4.094,0
1.479,2.558,0
2.859,0.694,1
4.609,0.36,1
0.693,1.777,0
2.591,1.389,0
1.709,3.41,1
0.322,0.874,0
3.974,2.818,0
4.862,1.251,1
4.125,2.8,0
1.552,2.68,0
1.915,2.76,0
0.636,1.824,0
2.568,1.782,0
3.775,4.38,0
0.833,4.942,1
3.936,3.459,0
2.939,2.119,0
3.596,1.109,1
2.739,0.008,1
1.018,1.348,0
3.557,0.294,1
2.589,4.65,1
1.733,3.326,0
2.616,3.515,0
1.576,0.122,0
2.491,2.529,0
2.325,4.274,1
0.293,2.31,1
2.126,2.529,0
0.322,1.568,0
3.127,0.977,1
2.552,1.797,0
0.095,0.46,0
4.053,1.13,1
2.26,2.341,0
3.949,4.05,0
4.7,1.222,1
2.096,2.58,0
3.439,2.842,0
3.202,4.892,0
0.851,1.136,0
0.023,3.354,1
2.398,4.848,1
1.405,0.536,0
2.918,3.063,0
3.27,0.731,1
2.042,0.105,1
4.933,0.159,1
0.205,3.779,1
4.009,2.122,1
0.676,3.538,1
3.793,3.898,0
4.0,1.326,1
2.458,2.542,0
4.54,0.607,1
3.05,0.513,1
4.218,4.276,0
2.606,3.625,0
0.19,4.468,1
1.461,3.154,0
1.194,2.831,0
1.218,4.371,1
4.76,1.73,1
2.929,2.308,0
0.251,0.388,0
4.836,0.129,1
0.864,4.528,1
3.41,3.085,0
4.225,3.039,0
3.746,0.367,1
0.207,2.794,1
4.397,4.882,0
3.607,3.197,0
2.057,3.145,0
1.827,3.23,0
4.226,2.41,1
1.654,2.795,0
3.446,4.797,0
0.3,0.352,0
3.972,2.025,1
3.585,2.119,0
3.594,1.9,0
1.846,2.919,0
1.932,2.711,0
2.779,3.584,0
2.507,1.25,0
4.453,4.413,0
4.526,1.432,1
1.446,1.378,0
2.288,4.365,1
1.093,0.517,0
3.618,3.906,0
0.956,2.186,0
3.667,3.121,0
0.72,1.605,0
0.512,3.264,1
4.262,0.437,1
4.771,0.805,1
4.604,4.022,0
4.976,4.116,0
4.088,1.608,1
0.094,0.86,0
2.581,2.58,0
4.006,1.91,1
1.786,3.605,1
1.011,1.087,0
0.113,2.38,1
0.066,0.798,0
1.197,4.359,1
0.378,3.784,1
3.684,1.014,1
2.943,1.461,0
3.516,0.443,1
1.367,4.224,1
2.676,1.934,0
2.385,3.485,0
0.098,4.769,1
4.22,4.311,0
2.807,3.531,0
0.473,4.365,1
1.862,0.284,0
3.686,0.182,1
4.356,0.826,1
0.711,2.416,1
4.81,2.109,1
3.338,2.475,0
4.705,0.28,1
4.011,2.441,0
3.685,0.901,1
1.238,1.53,0
3.693,1.081,1
2.569,3.952,0
4.651,0.422,1
0.391,1.878,0
4.426,3.824,0
3.632,2.36,0
0.598,3.267,1
2.784,3.309,0
2.685,1.535,0
4.637,0.12,1
4.104,1.279,1
0.745,3.624,1
4.21,0.435,1
2.686,1.048,0
2.035,4.418,1
3.297,4.251,0
2.061,4.661,1
4.638,0.047,1
3.611,2.955,0
2.436,4.943,1
0.074,0.978,0
4.928,4.103,0
0.745,0.281,0
4.047,3.413,0
3.99,3.182,0
1.072,0.245,0
2.094,3.485,0
3.712,4.036,0
4.739,4.874,0
0.016,3.031,1
2.984,1.076,1
3.897,4.974,0
2.473,2.9,0
1.593,0.561,0
3.101,2.181,0
3.004,2.792,0
3.854,1.21,1
1.125,0.056,0
1.133,4.232,1
4.519,1.115,1
0.817,1.042,0
2.71,1.434,0
1.514,3.913,1
3.657,1.377,1
2.347,3.571,0
1.723,1.634,0
0.147,4.02,1
0.807,4.458,1
4.675,1.713,1
0.291,0.276,0
3.506,1.228,1
1.869,2.642,0
1.389,3.864,1
1.836,1.424,0
4.686,3.732,0
1.011,3.683,1
0.482,1.274,0
4.002,2.113,1
2.3,4.628,1
4.115,1.812,1
4.803,1.462,1
4.445,3.761,0
0.56,2.835,1
2.203,2.709,0
1.153,4.891,1
2.787,3.627,0
3.713,0.168,1
0.608,2.861,1
3.295,2.0,0
0.761,1.533,0
0.883,3.448,1
1.147,3.12,1
1.727,2.817,0
0.005,1.485,0
3.843,4.438,0
0.875,3.093,1
0.729,0.807,0
1.376,1.686,0
3.135,2.268,0
4.716,0.272,1
4.155,3.887,0
2.406,0.359,1
1.563,3.342,1
4.672,0.201,1
2.035,1.508,0
1.862,2.516,0
0.665,4.845,1
0.839,2.322,0
3.401,3.385,0
3.491,3.829,0
0.625,3.257,1
0.676,4.874,1
0.062,0.468,0
2.549,4.023,0
2.287,2.472,0
2.724,3.364,0
0.939,1.971,0
2.662,4.155,0
1.622,1.637,0
4.899,1.833,1
0.773,2.252,0
2.038,2.812,0
0.162,1.707,0
0.539,2.128,0
0.03,2.994,1
4.885,0.175,1
0.727,4.672,1
0.417,3.913,1
3.233,1.064,1
0.986,0.365,0
0.476,0.112,0
0.59,0.958,0
1.036,3.187,1
1.193,3.184,1
3.175,2.595,0
2.618,4.618,1
0.112,2.44,1
3.184,4.493,0
4.032,1.806,1
1.329,2.925,0
0.834,0.65,0
0.858,4.961,1
2.7,3.877,0
1.184,1.683,0
2.546,2.625,0
1.892,3.222,0
0.216,1.719,0
2.034,2.725,0
4.434,3.516,0
3.005,1.911,0
2.95,2.738,0
0.859,3.569,1
1.512,3.093,0
4.128,2.768,0
0.816,1.308,0
0.655,4.667,1
3.592,1.398,1
0.551,0.605,0
4.803,4.693,0
0.293,1.453,0
1.034,4.379,1
0.279,0.108,0
3.252,0.765,1
4.435,3.47,0
3.886,1.299,1
2.964,3.41,0
3.159,4.131,0
4.468,0.438,1
4.436,0.802,1
3.601,2.701,0
3.67,2.944,0
1.748,4.175,1
2.149,0.667,0
4.849,1.175,1
0.57,0.172,0
4.563,4.782,0
2.918,1.456,0
4.072,1.407,1
4.018,4.824,0
1.023,3.658,1
2.908,3.748,0
3.028,4.324,0
2.222,4.712,1
2.833,0.387,1
0.784,0.569,0
4.934,4.976,0
1.568,1.695,0
0.82,1.039,0
3.935,2.374,0
3.965,4.369,0
1.487,2.264,0
